gene,R_score
10062,3.0316129347064024e-08
3485,3.015944801508778e-08
12170,2.982660732806426e-08
9768,2.9739828576697867e-08
7268,2.9176913533656124e-08
11715,2.9025194759606034e-08
13576,2.897798838585525e-08
10526,2.8955352500717703e-08
9292,2.8874980019622828e-08
2977,2.8773633895051436e-08
15871,2.86475304101563e-08
11520,2.8540804287416117e-08
14548,2.824025765326486e-08
6538,2.7972906095090064e-08
13556,2.7948176865111168e-08
13761,2.7922973090344725e-08
15296,2.7590893771790042e-08
3133,2.7462316818247167e-08
1388,2.740522357260447e-08
16908,2.737984392616859e-08
2693,2.7352559351137877e-08
9357,2.7293518162559924e-08
15622,2.7293518162559924e-08
5809,2.725086931316501e-08
6886,2.709939946949646e-08
16048,2.7031547461720655e-08
10086,2.6903778499774323e-08
3512,2.6885742884874e-08
17275,2.6865879739557382e-08
13904,2.679052655020777e-08
7429,2.676891620175109e-08
4869,2.6684497339799435e-08
13867,2.6643484758877316e-08
9047,2.6609577932955776e-08
1371,2.6587674708413664e-08
16052,2.6527652188406583e-08
1885,2.6471285655698125e-08
9500,2.646462385968307e-08
546,2.6365653251332028e-08
10867,2.636476421795076e-08
1996,2.5991174494969328e-08
6963,2.577293913595492e-08
10399,2.5637708760626905e-08
3629,2.544906702924926e-08
16050,2.536882697485353e-08
5150,2.4909153923650675e-08
13319,2.4783074407921073e-08
15428,2.4739623735960568e-08
1460,2.45517755984391e-08
5717,2.4511449526587563e-08
7256,2.432422682846923e-08
371,2.432286159381247e-08
6910,2.420182759626972e-08
17252,2.409149522656114e-08
2514,2.3650943185661624e-08
153,2.3597783305882074e-08
13918,2.3423043675515834e-08
12519,2.3314750302460934e-08
13191,2.318426040335188e-08
1013,2.3178673632017475e-08
8278,2.3169279633152946e-08
9641,2.3060539061262633e-08
16862,2.3034757770021598e-08
3574,2.300003439801549e-08
14800,2.2990309433091624e-08
3863,2.2969234048714053e-08
1961,2.2834150794834187e-08
14159,2.2741292603607777e-08
5145,2.2612790118020083e-08
13830,2.2600269011351042e-08
13163,2.2520031132724622e-08
14299,2.2498999913898957e-08
13742,2.2406011323385257e-08
5069,2.2370375228777264e-08
4604,2.2298359508659773e-08
2923,2.2217122564043398e-08
11841,2.221225677498756e-08
11800,2.2124260953048534e-08
10138,2.2082709087059846e-08
11316,2.202367243016203e-08
12425,2.195209359585364e-08
4772,2.1727875394919157e-08
7049,2.1683823916327873e-08
538,2.1683823915705277e-08
1836,2.167493876896103e-08
11522,2.1448877414231946e-08
13602,2.141220044017187e-08
15410,2.133651229008822e-08
13340,2.123734290730777e-08
4441,2.1214527477183157e-08
16739,2.119722052790665e-08
586,2.1188297945259897e-08
9921,2.1138096782105004e-08
13307,2.098354333872949e-08
5497,2.0908647237015004e-08
4833,2.0399739277785577e-08
13035,2.038939648878071e-08
5719,2.0380936092631323e-08
13204,2.0165828608529154e-08
16188,2.0150765584258843e-08
713,2.0105991075109854e-08
14547,2.0090937435705434e-08
17302,1.9882697685973675e-08
15442,1.9875700338134668e-08
9637,1.9758080788944963e-08
13542,1.9652936129506368e-08
4466,1.9468321364795838e-08
14723,1.9375184020334014e-08
3743,1.906538158394063e-08
4729,1.9046431833297298e-08
9077,1.893334790831023e-08
7992,1.890341386754641e-08
3259,1.8730437372801928e-08
9597,1.8628119845225665e-08
16247,1.8496073940178906e-08
11773,1.84524216740854e-08
16606,1.8427923263189535e-08
771,1.8205752370167402e-08
14221,1.7826900524046092e-08
2420,1.7731542010826288e-08
17303,1.7678900531985515e-08
11887,1.754812171488608e-08
3909,1.7448715726559075e-08
10068,1.742215709148872e-08
7539,1.732870713162092e-08
1410,1.718253173763572e-08
11772,1.6983860006538982e-08
7199,1.6968659783744265e-08
16787,1.696538090966174e-08
13461,1.6948090310431695e-08
1350,1.6928331907176152e-08
3878,1.6862515753618608e-08
14134,1.6862515753618608e-08
11504,1.6858062859185486e-08
17120,1.6681882090546782e-08
4055,1.6679708926042467e-08
4534,1.6672832018060614e-08
6035,1.659824923102804e-08
8908,1.6399056290384657e-08
17156,1.6322789499079206e-08
3994,1.6249977429324035e-08
12131,1.6161048119518497e-08
12679,1.603744205809097e-08
10897,1.5936364209781353e-08
1244,1.587519009091047e-08
10449,1.5793999275643515e-08
15270,1.573888468602347e-08
3465,1.570226356595391e-08
906,1.556411397445148e-08
3631,1.5328279665932882e-08
4687,1.5235064774512972e-08
17096,1.5014492075111678e-08
291,1.5000488675973464e-08
14109,1.4998465372783358e-08
8320,1.484402600246474e-08
15939,1.4742332452798107e-08
2242,1.46177132897621e-08
10957,1.4388505383117168e-08
1336,1.4384099359513868e-08
6775,1.4328566698583099e-08
5945,1.3848704297673763e-08
4152,1.3772020078802584e-08
7795,1.3747997875986414e-08
13661,1.3697453727367576e-08
13586,1.3695608495162927e-08
6837,1.368090448476274e-08
10384,1.3649261469937314e-08
2387,1.359847043558018e-08
8633,1.3585697607771573e-08
5600,1.3568172859758371e-08
1122,1.3502664505816245e-08
14206,1.3474170301740952e-08
7457,1.3451168079918951e-08
11257,1.305727560712677e-08
3806,1.274598753096317e-08
4938,1.2646907138322185e-08
2393,1.2642055033299928e-08
13303,1.2553622883984913e-08
9748,1.2273310905007293e-08
5494,1.2243029607605898e-08
14420,1.2204860269275962e-08
16198,1.1872160135912336e-08
15822,1.1135473777579709e-08
7666,1.1125994968760761e-08
7526,1.1084496843712726e-08
8900,1.0977480353922783e-08
14668,1.0838857691341832e-08
12986,1.074171517137014e-08
9156,1.0682001970164813e-08
6156,1.0653672694829473e-08
960,1.0557228588698742e-08
8694,1.0433011970030818e-08
8283,1.0127850494194486e-08
2649,1.0094278222716241e-08
6136,1.0050914343331245e-08
15524,9.962261850184683e-09
56,9.889463454309574e-09
17245,9.838503029642868e-09
420,9.824109196778692e-09
14003,9.647159344533071e-09
9350,9.613207641329761e-09
5979,9.56994986130741e-09
1670,9.501918702386602e-09
940,9.484524152044375e-09
11541,9.456576512715252e-09
17475,9.450094099361927e-09
14939,9.350468351409965e-09
12048,9.29730334273508e-09
6133,9.267891877248334e-09
7315,9.23877347988489e-09
8273,9.224415711278443e-09
14861,9.218955259903636e-09
8879,9.207768519368225e-09
4876,9.183614388414711e-09
2462,9.116245766832284e-09
8030,9.115901273274688e-09
532,9.064773089130929e-09
14427,8.938908687353544e-09
15854,8.805517196209519e-09
16956,8.774152269471492e-09
10860,8.407659794798006e-09
14604,8.362504664414671e-09
13634,8.212366014789636e-09
8363,7.986463634266291e-09
16418,7.812786463147375e-09
11217,7.725932266550134e-09
10909,7.687628939423932e-09
16871,7.667935530202342e-09
2768,7.650013157890139e-09
1545,7.52349258394038e-09
11014,7.484102847545416e-09
14885,7.445512226759612e-09
7067,7.382861902813384e-09
13021,7.357694909420389e-09
16869,7.335909519882915e-09
5120,7.2725690238168765e-09
10528,7.249268439152729e-09
14553,7.210476798835089e-09
2364,7.061343265626719e-09
9106,6.828046804101555e-09
7700,6.746571110156345e-09
9636,6.595882175948597e-09
422,6.364140953615946e-09
16883,6.218757180450639e-09
13268,6.130701908691164e-09
14436,5.807945540953395e-09
11481,5.807945540251322e-09
6588,5.794433991876908e-09
14410,5.723921506097874e-09
9950,5.345006405776989e-09
3643,5.2733034505117934e-09
10700,5.218146008436144e-09
3236,4.893464444522516e-09
8915,4.856334833149366e-09
8392,4.8491449846707096e-09
11123,4.818350203919185e-09
17532,4.804385260207894e-09
4882,4.582147226711883e-09
11723,4.574011210635613e-09
10571,4.5128719504277774e-09
17014,4.39972895438257e-09
6753,4.392886175425095e-09
856,4.25367846220863e-09
13655,3.9790163338463255e-09
12764,3.917874454553686e-09
7694,3.860908269846905e-09
669,3.8245465050792195e-09
8472,3.749820669017647e-09
3431,3.646374622899342e-09
14250,3.4741524147141232e-09
2235,3.458921552999584e-09
9335,3.4143264244297303e-09
4588,3.386782842047667e-09
214,3.333607578939e-09
4630,3.2124296460170845e-09
13305,2.928679286675346e-09
15996,2.7896514381751473e-09
14395,2.6882420357764437e-09
15285,2.538821846138672e-09
13362,2.53704798708309e-09
2868,2.4683506082139314e-09
15445,2.4022524960023234e-09
17080,2.3586936724406132e-09
14184,2.3583161962858555e-09
5267,2.299419673698604e-09
5987,2.290769850690322e-09
3441,2.2744355700415528e-09
5140,2.2109921122261785e-09
6527,2.1033369963035674e-09
12385,2.100331832494163e-09
6617,2.100331832494163e-09
8939,2.0403880936533666e-09
14246,2.035628739628273e-09
8689,1.946293861662703e-09
1914,1.9352760582890635e-09
667,1.7844622754773624e-09
7060,1.7844622754773624e-09
4984,1.631840871285803e-09
12135,1.571977575918562e-09
3237,1.524029269034651e-09
1920,1.3950910425067957e-09
9255,1.3734878784637677e-09
14726,1.1530905381051457e-09
8375,1.0544556665089827e-09
2165,1.0349936586062484e-09
5035,8.787238205095565e-10
8558,8.576623886174561e-10
16710,7.927952529891272e-10
15133,7.11137342588137e-10
8745,6.841064828559781e-10
14407,4.784527046093777e-10
5142,4.1994030894438207e-10
8564,2.0585196251891842e-10
1040,2.0078581502247942e-10
1660,1.3844362737910863e-10
4309,1.3844362737910863e-10
8529,1.3377369102819596e-10
5006,9.279116059501351e-11
5030,2.9694735314793246e-11
10113,1.65739887346499e-11
